location,number_of_cows,farm_size,date,product_name,brand,quantity,price_per_unit,total_value,shelf_life,quantity_sold,price_per_unit_sold,total_revenue,customer_location,sales_channel,quantity_in_stock,id
Karnataka,50,Large,2022-02-14,Cheese,Amul,801,29.44,23594.393600000003,48,17,24.98,424.66,Madhya Pradesh,Retail,784,1320
Tamil Nadu,93,Medium,2021-03-11,Ice Cream,Dodla Dairy,334,41.27,13785.0054,21,122,37.96,4631.12,Delhi,Online,212,1321
Maharashtra,79,Large,2020-09-24,Ghee,Amul,455,42.16,19197.1344,108,298,44.57,13281.86,Kerala,Retail,157,1322
Uttar Pradesh,57,Small,2020-07-26,Butter,Warana,392,19.57,7671.6357,37,35,19.27,674.45,Rajasthan,Online,357,1323
Gujarat,63,Small,2020-05-26,Curd,Mother Dairy,838,25.58,21453.4344,6,625,24.75,15468.75,Gujarat,Wholesale,213,1324
Haryana,25,Small,2021-12-22,Lassi,Amul,724,62.12,45032.0304,12,537,61.72,33143.64,Telangana,Online,187,1325
Kerala,25,Medium,2022-01-13,Cheese,Britannia Industries,864,78.95,68239.64300000001,52,609,76.6,46649.4,Gujarat,Online,255,1326
Jharkhand,46,Small,2020-08-21,Butter,Mother Dairy,513,53.23,27322.958999999995,27,351,52.43,18402.93,Chandigarh,Online,162,1327
Jharkhand,29,Small,2022-10-24,Yogurt,Amul,299,84.77,25362.3363,26,267,80.1,21386.7,Gujarat,Online,32,1328
Uttar Pradesh,78,Large,2022-11-23,Curd,Amul,534,82.57,44127.05939999999,7,76,77.84,5915.84,Delhi,Retail,458,1329
Delhi,26,Large,2020-07-11,Lassi,Amul,473,80.8,38270.92,13,232,76.09,17652.88,Delhi,Online,241,1330
Madhya Pradesh,89,Large,2019-12-17,Butter,Parag Milk Foods,597,67.44,40292.7024,38,158,65.56,10358.48,Chandigarh,Retail,439,1331
Gujarat,80,Small,2020-05-27,Cheese,Dynamix Dairies,210,86.06,18144.0298,88,82,89.73,7357.86,Tamil Nadu,Wholesale,128,1332
Chandigarh,36,Medium,2022-10-01,Butter,Parag Milk Foods,523,79.45,41617.499,27,53,75.91,4023.23,Telangana,Online,470,1333
Chandigarh,43,Small,2021-06-06,Ghee,Mother Dairy,624,20.61,12866.823,78,373,19.6,7310.8,Karnataka,Wholesale,251,1334
Kerala,78,Medium,2019-11-14,Lassi,Mother Dairy,659,12.12,7988.0496,18,527,8.54,4500.58,Haryana,Online,132,1335
Kerala,77,Large,2019-06-12,Curd,Raj,641,30.72,19707.4944,6,311,27.78,8639.58,Rajasthan,Online,330,1336
West Bengal,53,Medium,2020-07-18,Paneer,Mother Dairy,832,33.17,27621.3224,13,237,35.6,8437.2,Rajasthan,Wholesale,595,1337
Chandigarh,58,Large,2019-11-08,Cheese,Dynamix Dairies,679,87.91,59777.0418,49,642,91.65,58839.3,Bihar,Online,37,1338
Gujarat,90,Medium,2019-01-20,Ice Cream,Palle2patnam,317,42.39,13456.7055,29,59,43.22,2549.98,Bihar,Retail,258,1339
West Bengal,24,Small,2019-03-25,Lassi,Raj,283,73.92,20965.1904,14,184,69.47,12782.48,Gujarat,Wholesale,99,1340
Chandigarh,69,Small,2021-10-26,Lassi,Raj,303,16.2,4916.862,12,253,19.65,4971.45,Uttar Pradesh,Online,50,1341
Rajasthan,15,Large,2021-10-12,Buttermilk,Mother Dairy,933,26.05,24310.381,10,746,30.36,22648.56,Chandigarh,Wholesale,187,1342
Karnataka,63,Small,2022-06-23,Milk,Amul,564,42.54,24013.83,1,74,44.47,3290.78,Kerala,Wholesale,490,1343
Bihar,87,Medium,2019-12-12,Lassi,Mother Dairy,667,18.31,12222.657399999998,14,377,15.81,5960.37,Chandigarh,Retail,290,1344
Chandigarh,52,Small,2020-06-12,Milk,Mother Dairy,810,41.34,33508.137,28,579,44.43,25724.97,Chandigarh,Wholesale,231,1345
West Bengal,59,Large,2021-08-11,Cheese,Amul,967,22.73,21983.3195,32,265,18.38,4870.7,Kerala,Retail,702,1346
Chandigarh,65,Medium,2022-08-15,Lassi,Mother Dairy,9,14.3,128.986,16,2,12.05,24.1,Bihar,Wholesale,7,1347
West Bengal,89,Large,2022-01-27,Curd,Raj,169,13.91,2360.9443,5,33,10.46,345.18,Madhya Pradesh,Online,136,1348
Jharkhand,75,Large,2019-09-27,Milk,Amul,577,88.49,51070.2337,1,540,89.36,48254.4,Rajasthan,Online,37,1349
Jharkhand,70,Large,2022-08-27,Paneer,Raj,26,60.63,1596.3879,8,8,58.45,467.6,Rajasthan,Retail,18,1350
Chandigarh,74,Small,2022-02-12,Yogurt,Dodla Dairy,483,37.66,18213.8824,25,368,35.85,13192.8,Rajasthan,Retail,115,1351
Chandigarh,27,Large,2022-10-11,Paneer,Amul,184,83.67,15448.8288,10,77,84.81,6530.37,Kerala,Online,107,1352
Gujarat,89,Medium,2019-03-16,Cheese,Amul,956,54.59,52236.625100000005,51,107,51.93,5556.51,Bihar,Retail,849,1353
Telangana,34,Small,2021-04-13,Cheese,Dynamix Dairies,416,81.41,33945.5277,72,18,80.98,1457.64,Kerala,Wholesale,398,1354
Karnataka,64,Large,2019-12-21,Paneer,Amul,411,22.54,9271.1528,7,211,25.02,5279.22,Maharashtra,Wholesale,200,1355
Madhya Pradesh,54,Large,2019-12-14,Lassi,Mother Dairy,33,52.35,1743.7785,15,1,53.55,53.55,Chandigarh,Retail,32,1356
Delhi,34,Small,2021-11-25,Ghee,Raj,73,34.31,2536.1952,144,36,29.7,1069.2,Karnataka,Retail,37,1357
Tamil Nadu,93,Large,2021-11-14,Yogurt,Mother Dairy,721,74.32,53650.12159999999,27,113,72.72,8217.36,Chandigarh,Wholesale,608,1358
Bihar,82,Medium,2021-10-21,Butter,Amul,635,66.49,42221.15,40,394,61.71,24313.74,Haryana,Online,241,1359
Tamil Nadu,100,Large,2022-07-25,Paneer,Sudha,214,49.01,10515.5856,14,52,53.43,2778.36,Rajasthan,Retail,162,1360
Chandigarh,96,Small,2022-08-23,Butter,Amul,920,47.7,43886.385,35,541,47.63,25767.83,Chandigarh,Retail,379,1361
Maharashtra,81,Large,2021-10-20,Curd,Sudha,426,11.85,5050.233,7,418,16.44,6871.92,Kerala,Wholesale,8,1362
Uttar Pradesh,31,Small,2021-01-18,Buttermilk,Raj,544,55.46,30217.381,12,8,50.55,404.4,Uttar Pradesh,Retail,536,1363
Uttar Pradesh,84,Medium,2020-01-13,Ice Cream,Palle2patnam,108,33.35,3606.1355,22,43,36.2,1556.6,Gujarat,Wholesale,65,1364
Karnataka,13,Small,2022-02-08,Ice Cream,Amul,721,88.25,63636.192500000005,24,448,87.13,39034.24,Uttar Pradesh,Retail,273,1365
Haryana,28,Medium,2022-08-05,Milk,Raj,450,37.89,17085.3588,1,420,39.54,16606.8,Haryana,Wholesale,30,1366
Rajasthan,14,Small,2022-05-05,Cheese,Passion Cheese,117,89.38,10473.5484,86,38,89.46,3399.48,Tamil Nadu,Wholesale,79,1367
Telangana,36,Small,2022-06-21,Lassi,Amul,554,25.81,14314.7422,15,225,25.78,5800.5,Maharashtra,Wholesale,329,1368
Delhi,35,Medium,2019-09-13,Buttermilk,Raj,816,96.5,78799.005,14,467,95.15,44435.05,Tamil Nadu,Online,349,1369
Chandigarh,64,Medium,2020-08-10,Ghee,Amul,369,72.8,26883.583999999995,129,355,68.68,24381.4,Tamil Nadu,Online,14,1370
Uttar Pradesh,64,Medium,2020-06-08,Ghee,Raj,769,47.84,36822.448,101,423,48.77,20629.71,Chandigarh,Retail,346,1371
Uttar Pradesh,28,Large,2022-10-14,Butter,Mother Dairy,804,60.91,49024.6317,37,62,61.67,3823.54,Delhi,Retail,742,1372
Uttar Pradesh,60,Medium,2021-01-22,Cheese,Amul,427,47.56,20343.314400000003,54,99,44.65,4420.35,Delhi,Online,328,1373
Delhi,43,Large,2022-07-08,Ice Cream,Dodla Dairy,822,36.01,29630.4684,24,275,35.4,9735.0,Bihar,Retail,547,1374
Jharkhand,97,Small,2019-08-07,Ice Cream,Amul,870,41.7,36305.271,30,854,45.14,38549.56,Rajasthan,Online,16,1375
Bihar,61,Small,2022-03-07,Curd,Sudha,709,15.18,10776.737399999998,7,547,17.87,9774.89,Madhya Pradesh,Wholesale,162,1376
Chandigarh,94,Medium,2022-08-07,Yogurt,Amul,154,77.9,12037.108000000002,25,78,79.42,6194.76,Telangana,Wholesale,76,1377
Karnataka,25,Large,2019-12-15,Butter,Parag Milk Foods,361,11.46,4147.947,27,339,11.68,3959.52,Bihar,Retail,22,1378
Karnataka,39,Large,2021-08-04,Paneer,Raj,653,69.57,45445.9068,8,42,65.84,2765.28,Chandigarh,Online,611,1379
Haryana,28,Small,2020-09-09,Yogurt,Amul,250,13.24,3313.5748000000003,28,155,10.97,1700.35,Maharashtra,Retail,95,1380
Delhi,34,Small,2021-06-21,Curd,Amul,840,32.9,27660.017,7,409,36.53,14940.77,Delhi,Online,431,1381
Maharashtra,63,Large,2019-07-13,Ice Cream,Amul,276,76.3,21104.58,22,178,76.29,13579.62,Uttar Pradesh,Retail,98,1382
Delhi,70,Small,2019-02-15,Ghee,Mother Dairy,66,31.71,2097.6165,108,43,36.25,1558.75,Delhi,Retail,23,1383
West Bengal,33,Small,2020-06-24,Lassi,Raj,858,87.33,75000.7506,12,818,91.62,74945.16,Chandigarh,Online,40,1384
Maharashtra,94,Small,2020-06-11,Ice Cream,Amul,266,77.62,20666.325,29,186,75.61,14063.46,Bihar,Online,80,1385
Rajasthan,69,Medium,2019-08-21,Cheese,Passion Cheese,137,80.81,11130.7694,49,15,81.51,1222.65,Jharkhand,Wholesale,122,1386
Jharkhand,62,Small,2022-11-21,Ghee,Mother Dairy,588,37.57,22122.7188,115,244,33.67,8215.48,Bihar,Retail,344,1387
Kerala,61,Medium,2020-12-19,Curd,Amul,544,23.79,12943.6632,7,509,22.21,11304.89,Rajasthan,Online,35,1388
Jharkhand,55,Small,2020-04-20,Paneer,Amul,891,41.33,36859.7472,11,753,39.07,29419.71,Gujarat,Wholesale,138,1389
Kerala,89,Large,2022-08-23,Butter,Parag Milk Foods,749,23.27,17447.3806,26,221,23.94,5290.74,Madhya Pradesh,Online,528,1390
Delhi,18,Large,2022-01-27,Curd,Sudha,612,30.53,18700.5409,5,232,32.18,7465.76,Haryana,Wholesale,380,1391
Bihar,28,Large,2022-07-09,Paneer,Raj,573,48.58,27866.4596,13,565,52.52,29673.8,Gujarat,Retail,8,1392
Bihar,23,Large,2019-10-10,Yogurt,Mother Dairy,539,62.49,33719.604,28,225,66.78,15025.5,Maharashtra,Online,314,1393
Karnataka,43,Medium,2022-01-01,Buttermilk,Mother Dairy,909,58.44,53121.96,12,412,62.05,25564.6,Madhya Pradesh,Retail,497,1394
Delhi,36,Small,2021-02-13,Lassi,Sudha,374,63.24,23655.5544,18,319,58.71,18728.49,Haryana,Online,55,1395
Gujarat,69,Large,2022-02-17,Curd,Raj,203,11.33,2307.4678,6,106,10.61,1124.66,Kerala,Online,97,1396
Jharkhand,18,Large,2022-09-11,Lassi,Amul,866,98.48,85357.54000000001,18,575,97.52,56074.0,Bihar,Online,291,1397
Rajasthan,39,Small,2022-11-12,Ice Cream,Palle2patnam,579,41.04,23788.0152,27,279,41.78,11656.62,Karnataka,Retail,300,1398
Chandigarh,76,Large,2022-05-01,Yogurt,Palle2patnam,644,28.47,18342.0822,28,4,27.9,111.6,Chandigarh,Retail,640,1399
Delhi,78,Large,2021-07-21,Milk,Mother Dairy,203,30.14,6141.9292000000005,1,84,30.48,2560.32,Karnataka,Online,119,1400
Haryana,41,Small,2019-09-01,Ice Cream,Mother Dairy,189,10.68,2025.6756,26,104,15.25,1586.0,Madhya Pradesh,Online,85,1401
Gujarat,13,Large,2022-07-01,Paneer,Sudha,715,86.3,61760.595,14,81,82.49,6681.69,Chandigarh,Retail,634,1402
Tamil Nadu,27,Medium,2020-11-22,Butter,Parag Milk Foods,775,15.51,12029.8662,34,524,20.25,10611.0,Karnataka,Wholesale,251,1403
Madhya Pradesh,59,Medium,2022-12-08,Curd,Mother Dairy,486,11.37,5526.2748,5,440,7.11,3128.4,Chandigarh,Retail,46,1404
Haryana,33,Medium,2022-04-16,Curd,Mother Dairy,573,83.22,47751.636,5,299,86.17,25764.83,Haryana,Retail,274,1405
Rajasthan,88,Small,2019-02-11,Ice Cream,Mother Dairy,962,29.79,28658.5758,22,930,25.09,23333.7,Delhi,Online,32,1406
Gujarat,93,Medium,2019-10-10,Paneer,Sudha,295,34.39,10151.928,12,195,34.03,6635.85,Maharashtra,Wholesale,100,1407
Delhi,59,Large,2019-04-21,Buttermilk,Mother Dairy,15,63.12,999.8208,14,8,66.1,528.8,Uttar Pradesh,Retail,7,1408
Gujarat,92,Medium,2020-04-04,Paneer,Sudha,159,71.53,11422.6257,9,30,68.13,2043.9,Delhi,Wholesale,129,1409
Haryana,57,Medium,2021-11-17,Paneer,Mother Dairy,136,13.7,1865.529,8,59,16.38,966.42,Maharashtra,Online,77,1410
Maharashtra,83,Small,2021-02-07,Lassi,Sudha,612,38.67,23700.069600000003,16,573,40.95,23464.35,Chandigarh,Online,39,1411
Maharashtra,35,Small,2019-07-06,Ice Cream,Mother Dairy,839,63.44,53242.6544,27,749,62.65,46924.85,Karnataka,Retail,90,1412
Delhi,54,Small,2020-07-25,Curd,Sudha,317,44.38,14078.667400000002,5,116,42.78,4962.48,Maharashtra,Online,201,1413
Delhi,28,Large,2020-03-20,Curd,Raj,471,43.05,20279.5635,5,261,39.73,10369.53,Kerala,Online,210,1414
Tamil Nadu,40,Medium,2020-02-21,Buttermilk,Mother Dairy,165,74.99,12399.596499999998,8,161,70.08,11282.88,Rajasthan,Retail,4,1415
Delhi,73,Medium,2022-04-10,Butter,Amul,630,97.42,61442.79400000001,29,98,95.66,9374.68,Delhi,Online,532,1416
Haryana,30,Medium,2022-12-18,Cheese,Amul,488,50.09,24475.9776,56,394,49.84,19636.96,Gujarat,Online,94,1417
Telangana,36,Medium,2022-07-22,Milk,Sudha,58,18.98,1108.6218,2,4,22.22,88.88,Maharashtra,Online,54,1418
Rajasthan,26,Medium,2020-08-04,Milk,Amul,26,70.64,1900.9224,28,4,69.84,279.36,Chandigarh,Online,22,1419
Madhya Pradesh,13,Large,2021-07-06,Milk,Raj,480,44.41,21359.8777,23,7,44.03,308.21,Tamil Nadu,Wholesale,473,1420
Delhi,45,Large,2022-05-09,Paneer,Amul,809,80.19,64880.9271,12,18,79.74,1435.32,West Bengal,Wholesale,791,1421
Delhi,51,Small,2022-08-14,Cheese,Dynamix Dairies,930,77.71,72342.57029999999,33,807,78.62,63446.34,West Bengal,Online,123,1422
Telangana,98,Small,2019-01-07,Lassi,Mother Dairy,786,23.26,18300.968,16,122,22.17,2704.74,Rajasthan,Wholesale,664,1423
Gujarat,79,Large,2020-05-04,Yogurt,Mother Dairy,10,18.45,193.356,23,9,22.42,201.78,Delhi,Online,1,1424
West Bengal,60,Large,2021-10-17,Ice Cream,Amul,83,89.57,7463.8681,28,45,93.63,4213.35,Delhi,Online,38,1425
Bihar,53,Medium,2019-06-13,Yogurt,Amul,869,25.42,22107.774,26,495,22.22,10998.9,Bihar,Wholesale,374,1426
Chandigarh,44,Small,2020-11-27,Buttermilk,Sudha,40,15.39,630.2205,13,40,18.21,728.4,Delhi,Online,0,1427
Madhya Pradesh,25,Medium,2019-09-22,Curd,Raj,568,23.49,13351.2462,6,193,23.69,4572.17,Tamil Nadu,Online,375,1428
Kerala,99,Medium,2022-10-05,Lassi,Raj,53,91.47,4934.806500000001,14,39,96.01,3744.39,Gujarat,Wholesale,14,1429
Chandigarh,59,Small,2022-04-11,Butter,Warana,269,37.99,10229.1874,28,239,33.71,8056.69,Haryana,Retail,30,1430
Chandigarh,49,Large,2019-08-01,Ghee,Amul,274,76.22,20915.5302,87,229,77.55,17758.95,Karnataka,Online,45,1431
Delhi,67,Small,2022-01-10,Ghee,Mother Dairy,558,15.95,8902.8115,71,553,19.84,10971.52,Haryana,Retail,5,1432
Telangana,45,Medium,2022-01-28,Yogurt,Amul,769,51.61,39728.8619,25,306,46.97,14372.82,Telangana,Retail,463,1433
Rajasthan,34,Large,2021-12-20,Milk,Mother Dairy,985,24.27,23911.5321,24,540,20.46,11048.4,West Bengal,Wholesale,445,1434
Delhi,71,Small,2021-10-17,Curd,Amul,353,36.95,13077.713500000002,7,86,38.85,3341.1,Madhya Pradesh,Retail,267,1435
Chandigarh,96,Small,2022-04-19,Milk,Mother Dairy,532,54.26,28918.9522,1,422,53.18,22441.96,West Bengal,Retail,110,1436
Telangana,87,Medium,2020-04-04,Ghee,Amul,922,66.98,61770.295600000005,81,343,63.97,21941.71,Kerala,Wholesale,579,1437
Delhi,25,Large,2021-03-26,Butter,Amul,51,77.94,3992.0868,37,10,81.64,816.4,Maharashtra,Retail,41,1438
Delhi,64,Medium,2022-06-13,Paneer,Mother Dairy,408,11.02,4506.9596,13,375,9.81,3678.75,Rajasthan,Retail,33,1439
West Bengal,44,Medium,2021-06-05,Ice Cream,Dodla Dairy,471,90.28,42532.7136,23,69,93.41,6445.29,Uttar Pradesh,Online,402,1440
Bihar,79,Medium,2022-11-19,Paneer,Mother Dairy,332,51.46,17106.3332,7,144,54.92,7908.48,Chandigarh,Retail,188,1441
Chandigarh,69,Large,2021-12-07,Curd,Mother Dairy,919,52.38,48178.6002,5,50,48.55,2427.5,Chandigarh,Online,869,1442
Gujarat,20,Large,2021-07-07,Buttermilk,Mother Dairy,341,87.19,29764.9222,13,219,82.29,18021.51,West Bengal,Retail,122,1443
Bihar,87,Large,2019-11-13,Lassi,Sudha,300,44.14,13277.7534,16,13,44.73,581.49,Karnataka,Retail,287,1444
Kerala,71,Large,2020-01-23,Yogurt,Dodla Dairy,129,65.43,8502.6285,22,119,67.93,8083.67,Delhi,Online,10,1445
Chandigarh,29,Small,2021-03-23,Ice Cream,Dodla Dairy,656,42.81,28105.6212,22,280,41.48,11614.4,Karnataka,Online,376,1446
Jharkhand,98,Medium,2020-12-06,Cheese,Britannia Industries,628,83.37,52360.5285,53,302,84.9,25639.8,Delhi,Retail,326,1447
Kerala,72,Medium,2021-04-20,Paneer,Amul,78,27.84,2178.2016,8,30,22.94,688.2,Gujarat,Online,48,1448
Jharkhand,26,Large,2021-07-27,Butter,Parag Milk Foods,836,11.47,9591.328700000002,36,157,10.78,1692.46,Chandigarh,Retail,679,1449
Delhi,10,Large,2022-01-23,Cheese,Britannia Industries,851,73.89,62947.6299,74,466,70.38,32797.08,Madhya Pradesh,Wholesale,385,1450
Jharkhand,29,Medium,2020-09-11,Curd,Raj,472,96.56,45652.6024,7,434,97.53,42328.02,Kerala,Wholesale,38,1451
Bihar,83,Large,2020-10-03,Curd,Amul,192,17.69,3406.3864000000003,7,46,19.41,892.86,Delhi,Retail,146,1452
Kerala,62,Medium,2022-02-18,Paneer,Amul,807,70.2,56690.712,14,424,71.27,30218.48,Uttar Pradesh,Retail,383,1453
Karnataka,81,Large,2022-11-25,Curd,Amul,844,55.54,46927.9676,7,532,53.59,28509.88,Kerala,Wholesale,312,1454
Rajasthan,33,Small,2022-03-16,Lassi,Raj,889,82.92,73761.486,18,200,83.85,16770.0,Delhi,Online,689,1455
Haryana,50,Medium,2021-03-19,Ice Cream,Mother Dairy,130,67.82,8857.9702,23,72,64.87,4670.64,Kerala,Wholesale,58,1456
Chandigarh,30,Medium,2021-11-17,Curd,Raj,557,70.36,39211.628,7,199,71.42,14212.58,Karnataka,Wholesale,358,1457
Jharkhand,68,Medium,2019-03-20,Milk,Mother Dairy,358,10.81,3874.0878,24,248,11.74,2911.52,Rajasthan,Online,110,1458
Maharashtra,28,Large,2022-10-05,Ice Cream,Mother Dairy,408,68.2,27852.88,26,51,68.65,3501.15,Maharashtra,Wholesale,357,1459
Uttar Pradesh,21,Small,2020-06-08,Ghee,Sudha,700,71.02,49740.9876,73,42,69.67,2926.14,Delhi,Online,658,1460
Gujarat,33,Medium,2022-08-25,Ghee,Raj,790,79.02,62453.457,115,744,80.86,60159.84,Kerala,Wholesale,46,1461
Madhya Pradesh,53,Small,2021-11-16,Paneer,Amul,378,26.59,10074.1533,13,324,23.9,7743.6,Kerala,Wholesale,54,1462
West Bengal,35,Large,2019-06-26,Lassi,Raj,949,72.71,69057.77669999999,18,647,73.18,47347.46,Rajasthan,Online,302,1463
Chandigarh,33,Medium,2021-03-12,Ice Cream,Mother Dairy,185,54.27,10080.1098,27,132,53.42,7051.44,Gujarat,Online,53,1464
Chandigarh,85,Large,2020-03-12,Curd,Mother Dairy,490,98.58,48305.1858,6,343,93.75,32156.25,Uttar Pradesh,Retail,147,1465
Karnataka,97,Large,2020-01-13,Ghee,Amul,5,88.69,456.7535,130,3,89.51,268.53,Gujarat,Online,2,1466
Gujarat,94,Small,2019-06-01,Paneer,Mother Dairy,471,47.05,22193.9555,9,425,49.06,20850.5,Delhi,Retail,46,1467
Chandigarh,72,Medium,2021-02-27,Buttermilk,Sudha,16,18.93,316.32030000000003,13,2,20.57,41.14,Jharkhand,Retail,14,1468
Haryana,37,Small,2019-03-05,Ghee,Sudha,626,67.87,42540.2373,124,379,63.94,24233.26,Gujarat,Wholesale,247,1469
Maharashtra,100,Small,2020-01-20,Lassi,Sudha,570,93.45,53328.177,16,503,95.64,48106.92,Kerala,Online,67,1470
Karnataka,62,Medium,2020-04-24,Lassi,Raj,711,55.64,39560.5964,16,132,55.37,7308.84,Delhi,Retail,579,1471
Rajasthan,90,Medium,2019-06-01,Ghee,Mother Dairy,598,42.34,25322.707200000004,121,38,44.33,1684.54,Tamil Nadu,Wholesale,560,1472
Uttar Pradesh,29,Large,2019-02-05,Curd,Amul,761,60.76,46258.4108,6,90,61.53,5537.7,Haryana,Online,671,1473
Madhya Pradesh,64,Large,2021-11-18,Curd,Amul,990,77.52,76753.3272,7,93,77.78,7233.54,Chandigarh,Retail,897,1474
Haryana,43,Medium,2021-04-27,Milk,Sudha,187,99.7,18742.603000000003,22,101,104.51,10555.51,Maharashtra,Online,86,1475
Maharashtra,94,Small,2021-03-06,Milk,Mother Dairy,395,70.48,27905.1464,21,344,68.52,23570.88,Haryana,Retail,51,1476
Kerala,66,Medium,2020-03-17,Ice Cream,Mother Dairy,384,82.96,31936.281599999995,23,71,86.25,6123.75,Chandigarh,Online,313,1477
Jharkhand,97,Small,2021-07-07,Yogurt,Palle2patnam,229,18.8,4322.496,26,39,21.97,856.83,Karnataka,Retail,190,1478
Maharashtra,77,Medium,2021-12-12,Ghee,Sudha,545,82.41,44919.218700000005,136,46,81.29,3739.34,Tamil Nadu,Online,499,1479
Delhi,35,Large,2021-01-18,Butter,Amul,503,82.16,41406.9968,26,82,83.17,6819.94,Chandigarh,Wholesale,421,1480
Delhi,41,Small,2020-12-15,Ghee,Sudha,921,55.18,50861.6132,141,453,54.76,24806.28,Uttar Pradesh,Retail,468,1481
Delhi,41,Medium,2019-07-16,Lassi,Mother Dairy,989,34.02,33668.2332,15,566,38.7,21904.2,Telangana,Online,423,1482
Chandigarh,12,Large,2019-05-26,Butter,Warana,89,76.79,6835.8458,37,19,79.49,1510.31,Tamil Nadu,Wholesale,70,1483
Gujarat,59,Small,2022-09-13,Curd,Mother Dairy,100,25.49,2571.941,5,77,25.1,1932.7,Gujarat,Online,23,1484
Rajasthan,23,Medium,2021-01-16,Lassi,Amul,925,85.59,79211.83320000001,13,901,81.08,73053.08,Jharkhand,Online,24,1485
Delhi,39,Small,2022-05-08,Butter,Warana,38,96.46,3722.3914,36,9,99.1,891.9,Uttar Pradesh,Wholesale,29,1486
Gujarat,51,Medium,2022-07-11,Ice Cream,Palle2patnam,618,55.27,34165.7032,23,323,52.79,17051.17,Kerala,Wholesale,295,1487
Maharashtra,34,Small,2019-05-03,Lassi,Raj,170,86.19,14691.9474,15,151,90.16,13614.16,Delhi,Online,19,1488
Gujarat,29,Medium,2021-12-03,Buttermilk,Sudha,361,22.27,8044.146699999999,8,278,18.0,5004.0,West Bengal,Wholesale,83,1489
Rajasthan,56,Small,2021-12-15,Paneer,Raj,822,32.43,26666.8647,9,102,29.5,3009.0,Madhya Pradesh,Retail,720,1490
Jharkhand,45,Small,2022-11-14,Curd,Amul,484,59.3,28753.384,5,16,63.57,1017.12,Delhi,Wholesale,468,1491
Maharashtra,24,Large,2021-02-08,Milk,Raj,574,33.02,18968.008800000003,28,106,37.48,3972.88,Delhi,Online,468,1492
Uttar Pradesh,100,Large,2022-06-27,Lassi,Mother Dairy,131,89.54,11804.9536,15,95,92.95,8830.25,Jharkhand,Retail,36,1493
Jharkhand,27,Large,2020-05-27,Ice Cream,Dodla Dairy,559,28.68,16045.8864,26,557,27.09,15089.13,Kerala,Retail,2,1494
Delhi,72,Large,2021-12-25,Butter,Parag Milk Foods,701,95.85,67242.609,29,641,96.49,61850.09,Jharkhand,Retail,60,1495
Tamil Nadu,64,Medium,2022-11-23,Curd,Raj,861,78.36,67525.1628,5,264,79.83,21075.12,Kerala,Wholesale,597,1496
Jharkhand,96,Small,2019-12-10,Curd,Amul,237,75.0,17840.25,7,119,76.73,9130.87,Chandigarh,Wholesale,118,1497
Jharkhand,77,Large,2022-09-26,Cheese,Dynamix Dairies,750,66.53,49917.459,36,54,69.82,3770.28,Chandigarh,Wholesale,696,1498
Uttar Pradesh,85,Small,2020-09-28,Lassi,Mother Dairy,940,77.24,72641.1304,13,162,77.13,12495.06,Delhi,Retail,778,1499
Bihar,91,Large,2021-05-16,Yogurt,Dodla Dairy,384,50.04,19241.8812,30,332,49.82,16540.24,Bihar,Retail,52,1500
Uttar Pradesh,77,Large,2021-07-04,Cheese,Passion Cheese,801,36.32,29092.6832,47,630,41.26,25993.8,West Bengal,Wholesale,171,1501
Delhi,64,Small,2021-09-12,Paneer,Sudha,875,41.11,35977.4165,14,574,36.83,21140.42,Madhya Pradesh,Wholesale,301,1502
Karnataka,95,Large,2022-02-02,Yogurt,Palle2patnam,34,63.73,2212.7056,22,9,67.71,609.39,Madhya Pradesh,Retail,25,1503
Chandigarh,55,Medium,2021-09-20,Ice Cream,Dodla Dairy,736,61.79,45525.6362,24,243,64.75,15734.25,Tamil Nadu,Wholesale,493,1504
Uttar Pradesh,32,Medium,2021-06-28,Buttermilk,Amul,639,90.12,57647.0604,12,107,86.04,9206.28,Delhi,Online,532,1505
Haryana,79,Large,2020-07-06,Ice Cream,Amul,725,52.68,38198.268,23,176,57.66,10148.16,West Bengal,Wholesale,549,1506
Tamil Nadu,72,Small,2021-07-05,Milk,Raj,798,81.72,65213.3772,2,466,83.34,38836.44,Bihar,Retail,332,1507
Madhya Pradesh,83,Large,2021-01-25,Butter,Warana,917,33.49,30710.6649,37,602,30.0,18060.0,Maharashtra,Retail,315,1508
Rajasthan,40,Large,2019-10-24,Curd,Mother Dairy,800,53.25,42639.405,6,533,50.77,27060.41,Bihar,Online,267,1509
Bihar,20,Medium,2020-10-13,Cheese,Amul,433,70.18,30411.8012,88,354,68.48,24241.92,Gujarat,Wholesale,79,1510
Delhi,27,Small,2021-08-10,Ghee,Amul,746,55.97,41754.7394,93,32,56.71,1814.72,Gujarat,Retail,714,1511
Gujarat,36,Large,2020-12-16,Butter,Warana,406,54.94,22308.9364,29,184,55.2,10156.8,Maharashtra,Wholesale,222,1512
Delhi,28,Large,2021-12-10,Butter,Amul,799,70.99,56758.6347,40,281,66.9,18798.9,Delhi,Retail,518,1513
Maharashtra,55,Small,2019-06-17,Cheese,Amul,829,40.81,33853.1193,86,779,44.37,34564.23,Uttar Pradesh,Wholesale,50,1514
Delhi,25,Medium,2022-12-04,Milk,Mother Dairy,694,59.73,41511.7527,24,5,63.17,315.85,Chandigarh,Wholesale,689,1515
